season,first_name,last_name,jersey,position,games_played,points,total_goals,1pt_goals,2pt_goals,scoring_points,assists,shots,shot_pct,shots_on_goal,sog_pct,2pt_shots,2pt_shot_pct,2pt_shots_on_goal,groundballs,turnovers,caused_turnovers,faceoffs,faceoff_wins,faceoff_losses,faceoff_pct,saves,save_pct,scores_against,scores_against_average,2pt_goals_against,2pt_gaa,time_on_field,total_penalties,penalty_minutes,power_play_goals,power_play_shots,short_handed_goals,short_handed_shots,short_handed_goals_against,power_play_goals_against
2021,Charlie,Cipriano,12.0,G,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,3,1,0,0,0,0,0.0,2,0.285714285714286,6,19.11504424778761,1,0.0,904,0,0.0,0,0,0,0,,0
2021,Ryan,Conrad,15.0,M,9,6,5,5,0,5,1,13,0.3846153846153846,6,0.4615384615384615,2,0.0,0,11,11,4,4,0,4,0.0,0,0.0,0,0.0,0,0.0,0,2,1.5,0,0,0,0,,0
2021,Chris,Sabia,16.0,D,8,1,1,1,0,1,0,1,1.0,1,1.0,0,0.0,0,13,0,4,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,1.0,0,0,0,0,,0
2021,Ryland,Rees,17.0,LSM,9,6,3,0,3,6,0,10,0.3,5,0.5,8,0.375,4,30,4,7,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2021,Jake,Withers,18.0,FO,9,3,2,2,0,2,1,8,0.25,3,0.375,0,0.0,0,55,6,7,215,117,98,0.5441860465116279,0,0.0,0,0.0,0,0.0,0,1,1.0,0,0,0,0,,0
2021,Liam,Byrnes,21.0,D,9,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,21,5,20,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,1.0,0,0,0,0,,0
2021,Michael,Sowers,22.0,A,1,2,2,2,0,2,0,6,0.3333333333333333,5,0.8333333333333334,0,0.0,0,0,3,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2021,Drew,Snider,23.0,M,5,3,2,2,0,2,1,10,0.2,4,0.4,0,0.0,0,8,4,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,2,0,0,,0
2021,Eli,Gobrecht,25.0,D,9,3,1,0,1,2,1,1,1.0,1,1.0,1,1.0,1,23,3,14,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,1.0,0,0,0,0,,0
2021,Matt,Whitcher,33.0,SSDM,4,1,1,1,0,1,0,1,1.0,1,1.0,0,0.0,0,5,1,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2021,Dillon,Ward,37.0,G,9,1,0,0,0,0,1,1,0.0,0,0.0,1,0.0,0,19,1,1,0,0,0,0.0,95,0.53072625698324,91,10.922275474057097,7,0.0,23995,0,0.0,0,0,0,0,,4
2021,Connor,Kelly,40.0,M,8,21,11,9,2,13,8,59,0.1864406779661017,30,0.5084745762711864,15,0.1333333333333333,6,4,10,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,7,0,0,,0
2021,Ben,Randall,44.0,D,7,0,0,0,0,0,0,2,0.0,0,0.0,2,0.0,0,11,2,12,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2021,Christian,Scarpello,50.0,M,7,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,9,2,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2021,Ethan,Walker,57.0,M,5,14,4,4,0,4,10,14,0.2857142857142857,10,0.7142857142857143,0,0.0,0,10,8,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,1,0,0,,0
2021,Mikie,Schlosser,59.0,M,9,15,13,12,1,14,1,38,0.3421052631578947,26,0.6842105263157895,2,0.5,2,9,6,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.5,0,2,0,0,,0
2021,Zach,Currier,77.0,M,9,22,11,11,0,11,11,40,0.275,24,0.6,1,0.0,1,51,17,7,7,1,6,0.1428571428571428,0,0.0,0,0.0,0,0.0,0,0,0.0,1,3,0,0,,0
2021,Ben,McIntosh,90.0,M,4,3,3,3,0,3,0,11,0.2727272727272727,8,0.7272727272727273,1,0.0,1,3,2,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,3,0,0,,0
2021,Mike,Chanenchuk,1.0,M,9,16,8,6,2,10,6,51,0.1568627450980392,29,0.5686274509803921,18,0.1111111111111111,14,9,8,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,4,0,0,,0
2021,Matt,Abbott,3.0,SSDM,8,2,1,1,0,1,1,6,0.1666666666666666,4,0.6666666666666666,2,0.0,2,33,4,6,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.5,0,0,0,0,,0
2021,Bryce,Young,6.0,D,9,0,0,0,0,0,0,1,0.0,0,0.0,1,0.0,0,19,3,8,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2021,Matt,Rambo,9.0,A,6,18,12,12,0,12,6,45,0.2666666666666666,25,0.5555555555555556,0,0.0,0,11,15,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1,0,0,,0
2021,Charlie,Hayes,23.0,SSDM,6,0,0,0,0,0,0,1,0.0,1,1.0,0,0.0,0,10,1,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2021,John,Haus,26.0,M,8,12,6,6,0,6,6,48,0.125,26,0.5416666666666666,5,0.0,2,14,11,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,0.0,0,0,0,0,,0
2021,Brad,Smith,27.0,M,9,21,11,11,0,11,10,47,0.2340425531914893,25,0.5319148936170213,6,0.0,3,14,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,2,3,0,0,,0
2021,Michael,Ehrhardt,28.0,LSM,8,7,2,0,2,4,3,13,0.1538461538461538,6,0.4615384615384615,10,0.2,5,32,5,6,1,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,1,,0
2021,Jay,Carlson,32.0,A,9,18,18,18,0,18,0,47,0.3829787234042553,29,0.6170212765957447,1,0.0,1,25,8,3,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,4,7,0,1,,0
2021,Matthew,Dunn,33.0,D,9,2,0,0,0,0,2,1,0.0,1,1.0,1,0.0,1,18,1,8,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.5,0,0,0,0,,0
