First Name,Last Name,Jersey,Position,Games Played,Points,Total Goals,1pt Goals,2pt Goals,Scoring Points,Assists,Shots,Shot Pct,Shots On Goal,SOG Pct,2pt Shots,2pt Shot Pct,2pt Shots On Goal,Groundballs,Turnovers,Caused Turnovers,Faceoffs,Faceoff Wins,Faceoff Losses,Faceoff Pct,Saves,Save Pct,Scores Against,Scores Against Average,2pt Goals Against,2pt GAA,Time On Field,Total Penalties,Penalty Minutes,Power Play Goals,Power Play Shots,Short Handed Goals,Short Handed Shots,Short Handed Goals Against,Power Play Goals Against
Michael,Ehrhardt,28,LSM,3,0,0,0,0,0,0,6,0,1,0.16666666666666666,5,0,0,10,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
Brian,Phipps,30,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matthew,Dunn,33,D,3,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Connor,Kirst,34,SSDM,3,2,2,2,0,2,0,4,0.5,2,0.5,1,0,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Kyle,Bernlohr,35,G,3,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,44,0.564102564102564,35,11.666666666666666,1,0.333333333333334,8640,0,0,0,0,0,0,,2
Brian,Tevlin,12,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
James,Reilly,13,FO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,37,14,23,0.3783783783783784,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Tucker,Dordevic,2,M,3,11,7,5,2,9,2,31,0.22580645161290322,20,0.6451612903225806,4,0.5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,,0
Petey,LaSalla,22,FO,3,0,0,0,0,0,0,3,0,1,0.3333333333333333,1,0,0,15,1,0,74,31,43,0.4189189189189189,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Joseph,Nardella,91,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Cole,Williams,14,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matthew,Hossack,94,LSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Colin,Heacock,2,M,2,1,1,1,0,1,0,7,0.14285714285714285,2,0.2857142857142857,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Josh,Stout,7,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Reid,Bowering,98,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mike,Messenger,0,SSDM,3,4,4,4,0,4,0,9,0.4444444444444444,8,0.8888888888888888,1,0,1,4,1,3,6,2,4,0.3333333333333333,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Drake,Porter,34,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Logan,Wisnauskas,12,A,3,8,5,5,0,5,3,17,0.29411764705882354,12,0.7058823529411765,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Ryan,Drenner,22,M,3,9,5,5,0,5,4,11,0.45454545454545453,8,0.7272727272727273,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Ryan,Smith,43,M,3,7,6,6,0,6,1,10,0.6,8,0.8,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0
Matt,Rees,44,D,2,3,1,0,1,2,1,5,0.2,2,0.4,5,0.2,2,3,1,3,4,0,4,0,0,0,0,0,0,0,0,2,2,0,1,0,0,,0
Tom,Schreiber,26,M,3,12,4,4,0,4,8,19,0.21052631578947367,10,0.5263157894736842,4,0,1,7,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Warren,Jeffrey,27,D,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Tim,Edwards,24,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mac,O'Keefe,7,M,3,9,7,6,1,8,1,25,0.28,15,0.6,2,0.5,2,7,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1.5,3,8,0,0,,0
Jared,Conners,28,LSM,3,0,0,0,0,0,0,3,0,0,0,1,0,0,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jeff,Trainor,43,M,3,1,1,1,0,1,0,3,0.3333333333333333,1,0.3333333333333333,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jack,Kielty,40,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
Tre,Leclaire,44,M,3,6,4,4,0,4,2,10,0.4,6,0.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,McMahon,77,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Zach,Goodrich,14,SSDM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Ian,MacKay,55,SSDM,2,3,1,1,0,1,2,4,0.25,2,0.5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Eric,Law,15,A,3,11,8,8,0,8,3,19,0.42105263157894735,16,0.8421052631578947,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jake,Carraway,19,A,3,5,3,3,0,3,2,15,0.2,9,0.6,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0
Kyle,Jackson,47,M,3,3,1,1,0,1,2,13,0.07692307692307693,7,0.5384615384615384,4,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Craig,Chick,21,LSM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jake,Richard,27,SSDM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,0
Tucker,Durkin,51,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Peter,Dearth,54,SSDM,3,0,0,0,0,0,0,3,0,3,1,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Michael,Rexrode,22,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2.5,0,0,0,0,,0
Bryan,Costabile,26,M,3,8,6,6,0,6,2,22,0.2727272727272727,11,0.5,5,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0
Cade,van Raaphorst,77,D,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Danny,Logan,91,SSDM,2,1,1,1,0,1,0,3,0.3333333333333333,3,1,1,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Blaze,Riorden,0,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,51,0.645569620253164,31,10.110985277463193,3,0.978482446206114,8830,0,0,0,0,0,0,,4
Chris,Cloutier,2,A,1,1,1,1,0,1,0,3,0.3333333333333333,2,0.6666666666666666,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Max,Adler,6,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Troy,Reh,10,LSM,3,1,1,1,0,1,0,2,0.5,1,0.5,1,0,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Adam,Charalambides,45,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
CJ,Costabile,9,LSM,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Stephen,Rehfuss,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Reece,Eddy,9,LSM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Marcus,Holman,1,A,3,14,10,9,1,11,3,21,0.47619047619047616,14,0.6666666666666666,2,0.5,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Adam,Ghitelman,8,G,2,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,22,0.458333333333333,27,15.081458494957332,1,0.55857253685027,5156,1,1,0,0,0,0,,2
Ryan,Ambler,13,M,3,3,2,2,0,2,1,4,0.5,3,0.75,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Grant,Ament,16,A,2,3,1,1,0,1,2,8,0.125,3,0.375,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Latrell,Harris,22,SSDM,3,1,1,1,0,1,0,1,1,1,1,0,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Stephen,Kelly,24,FO,3,1,0,0,0,0,1,3,0,2,0.6666666666666666,1,0,1,19,3,1,80,31,49,0.3875,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Will,Manny,4,A,3,12,6,5,1,7,5,16,0.375,11,0.6875,3,0.3333333333333333,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0
Connor,Fields,5,M,3,8,8,8,0,8,0,29,0.27586206896551724,18,0.6206896551724138,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0
Graeme,Hossack,81,D,3,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Romar,Dennis,5,M,3,5,3,2,1,4,1,19,0.15789473684210525,14,0.7368421052631579,13,0.07692307692307693,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,,0
Dox,Aitken,6,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jake,Pulver,12,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jeff,Teat,7,A,3,15,5,5,0,5,10,10,0.5,8,0.8,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Trevor,Baptiste,9,FO,3,1,1,1,0,1,0,9,0.1111111111111111,2,0.2222222222222222,1,0,0,38,5,1,87,65,22,0.7471264367816092,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jack,Concannon,12,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,30,0.434782608695652,43,14.333333333333334,4,1.33333333333333,8640,0,0,0,0,0,0,,3
Wes,Berg,14,A,3,7,6,6,0,6,1,12,0.5,11,0.9166666666666666,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mark,Glicini,16,SSDM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Johnny,Surdick,18,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Austin,Kaut,14,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Josh,Byrne,22,A,2,11,8,8,0,8,3,16,0.5,12,0.75,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Patrick,Resch,34,SSDM,3,3,1,0,1,2,1,2,0.5,1,0.5,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
