First Name,Last Name,Jersey,Position,Games Played,Points,Total Goals,1pt Goals,2pt Goals,Scoring Points,Assists,Shots,Shot Pct,Shots On Goal,SOG Pct,2pt Shots,2pt Shot Pct,2pt Shots On Goal,Groundballs,Turnovers,Caused Turnovers,Faceoffs,Faceoff Wins,Faceoff Losses,Faceoff Pct,Saves,Save Pct,Scores Against,Scores Against Average,2pt Goals Against,2pt GAA,Time On Field,Total Penalties,Penalty Minutes,Power Play Goals,Power Play Shots,Short Handed Goals,Short Handed Shots,Short Handed Goals Against,Power Play Goals Against
Ethan,Walker,57,A,3,5,3,3,0,3,2,9,0.3333333333333333,7,0.7777777777777778,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jason,Rose,9,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Patrick,Shoemay,,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Challen,Rogers,23,M,1,1,1,1,0,1,0,2,0.5,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Rambo,9,A,3,14,8,8,0,8,6,10,0.8,9,0.9,0,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Will,Perry,23,M,3,3,3,3,0,3,0,12,0.25,7,0.5833333333333334,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Tim,Muller,14,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Clarke,Petterson,45,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Marc,O'Rourke,60,A,3,2,1,1,0,1,1,7,0.14285714285714285,5,0.7142857142857143,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Connor,DeSimone,3,A,2,1,1,1,0,1,0,7,0.14285714285714285,5,0.7142857142857143,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mike,Adler,1,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bradley,Voigt,8,A,1,1,1,1,0,1,0,2,0.5,2,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Anthony,DeMaio,77,M,2,0,0,0,0,0,0,7,0,4,0.5714285714285714,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Zac,Tucci,8,FO,1,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,1,14,4,10,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bailey,Savio,24,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brendan,Krebs,0,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chris,Merle,23,SSDM,2,0,0,0,0,0,0,1,0,1,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jakob,Phaup,37,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Kennedy,35,D,2,0,0,0,0,0,0,1,0,1,1,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Rahill,9,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Kyle,Hartzell,81,LSM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Michael,Sowers,22,A,3,8,4,4,0,4,4,26,0.15384615384615385,17,0.6538461538461539,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,,0
Brett,Kennedy,11,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Asher,Nolting,32,A,3,13,5,5,0,5,8,21,0.23809523809523808,14,0.6666666666666666,0,0,0,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,2,0,0,,0
Matt,Whitcher,33,SSDM,3,2,2,2,0,2,0,5,0.4,3,0.6,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Tyler,Warner,5,SSDM,3,1,1,1,0,1,0,1,1,1,1,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Kavanagh,50,A,3,5,4,4,0,4,1,18,0.2222222222222222,10,0.5555555555555556,0,0,0,9,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,0,0,,0
Eddy,Glazener,30,D,3,0,0,0,0,0,0,2,0,1,0.5,2,0,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Chet,Comizio,57,SSDM,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Finn,Sullivan,36,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Eli,Gobrecht,25,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,20,2,18,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Jack,Rowlett,99,D,3,0,0,0,0,0,0,3,0,1,0.3333333333333333,3,0,1,6,1,1,4,2,2,0.5,0,0,0,0,0,0,0,3,2.5,0,0,0,0,,0
Peyton,Smith,3,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nakeie,Montgomery,1,M,3,3,0,0,0,0,3,10,0,5,0.5,3,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Isaiah,Davis-Allen,26,SSDM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,4,1,3,0.25,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Nick,Grill,8,LSM,3,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Chris,Aslanian,3,M,3,5,4,3,1,5,0,13,0.3076923076923077,9,0.6923076923076923,4,0.25,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,,0
Bryce,Young,41,D,3,1,1,1,0,1,0,2,0.5,1,0.5,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jake,Bernhardt,83,SSDM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jesse,King,19,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
JT,Giles-Harris,1,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Charlie,Kitchen,11,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Pat,Aslanian,9,SSDM,3,0,0,0,0,0,0,2,0,1,0.5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jonathan,Donville,33,M,3,4,2,2,0,2,2,8,0.25,5,0.625,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0
Justin,Inacio,30,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Keegan,Khan,76,M,2,2,1,1,0,1,1,3,0.3333333333333333,2,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Max,Wayne,66,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Zach,Geddes,13,SSDM,3,1,0,0,0,0,1,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Jake,Higgins,41,SSDM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Payton,Rezanka,,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Zach,Currier,77,M,3,7,4,4,0,4,3,8,0.5,6,0.75,1,0,0,12,2,4,6,2,4,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Eli,McLaughlin,51,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Alex,Simmons,19,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mike,Chanenchuk,1,M,3,8,3,3,0,3,5,14,0.21428571428571427,8,0.5714285714285714,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,,0
Thomas,McConvey,12,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Zach,Cole,10,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jack,Hannah,3,M,1,0,0,0,0,0,0,5,0,4,0.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sean,Lulley,23,M,1,0,0,0,0,0,0,5,0,4,0.8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mike,Sisselberger,99,FO,3,3,2,2,0,2,1,4,0.5,4,1,0,0,0,28,3,0,78,51,27,0.6538461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Connor,Maher,31,SSDM,3,3,2,2,0,2,1,2,1,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Piper,Bond,54,SSDM,3,1,0,0,0,0,1,4,0,1,0.25,2,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Cam,Wyers,20,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Gavin,Adler,88,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brett,Makar,43,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Xander,Dickson,10,A,3,9,5,5,0,5,4,9,0.5555555555555556,6,0.6666666666666666,0,0,0,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Ethan,Rall,35,LSM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jarrod,Neumann,88,D,3,2,1,0,1,2,0,3,0.3333333333333333,1,0.3333333333333333,3,0.3333333333333333,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
Dhane,Smith,92,M,1,3,1,1,0,1,2,2,0.5,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chase,Fraser,95,A,1,3,3,3,0,3,0,6,0.5,6,1,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Eli,Salama,3,LSM,3,1,0,0,0,0,1,2,0,1,0.5,2,0,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jackson,Morrill,4,M,3,12,7,7,0,7,5,15,0.4666666666666667,13,0.8666666666666667,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Michael,Manley,5,D,3,1,1,1,0,1,0,4,0.25,3,0.75,2,0,1,7,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Will,Haus,6,SSDM,3,1,0,0,0,0,1,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Dylan,Molloy,17,A,1,2,2,2,0,2,0,7,0.2857142857142857,6,0.8571428571428571,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nick,Washuta,18,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87.27272727272728,0,0,33,0,0,0,0,0,0,,1
Justin,Anderson,21,M,3,6,5,5,0,5,1,14,0.35714285714285715,9,0.6428571428571429,1,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Connor,Farrell,25,FO,3,0,0,0,0,0,0,1,0,1,1,0,0,0,30,5,1,73,44,28,0.6027397260273972,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jordan,MacIntosh,29,M,3,2,2,2,0,2,0,6,0.3333333333333333,3,0.5,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Terefenko,34,SSDM,3,2,2,2,0,2,0,4,0.5,3,0.75,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Jesse,Bernhardt,36,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sean,Sconone,50,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,28,0.444444444444444,37,12.367688022284122,2,0.668523676880224,8616,0,0,0,0,0,0,,4
Greg,Weyl,57,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Kevin,Rogers,77,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Campbell,20,M,3,8,4,3,1,5,3,10,0.4,6,0.6,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mikie,Schlosser,59,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nick,Cardile,43,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Will,Bowen,24,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brian,Minicus,7,A,3,6,4,4,0,4,2,20,0.2,9,0.45,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Tye,Kurtz,82,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nick,Rowlett,73,FO,3,2,1,1,0,1,1,2,0.5,2,1,0,0,0,21,4,1,69,34,35,0.4927536231884058,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Troy,Hettinger,9,LSM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jack,Myers,11,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sam,Handley,26,M,3,2,1,1,0,1,1,10,0.1,5,0.5,2,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,2,0,0,,0
Cross,Ferrara,22,A,3,4,2,2,0,2,2,18,0.1111111111111111,11,0.6111111111111112,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Cole,Kirst,47,M,2,3,2,2,0,2,1,8,0.25,5,0.625,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Owen,Grant,81,D,1,0,0,0,0,0,0,3,0,1,0.3333333333333333,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Rob,Pannell,3,A,3,11,5,5,0,5,6,21,0.23809523809523808,10,0.47619047619047616,1,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
TD,Ierlan,6,FO,3,2,1,1,0,1,1,2,0.5,2,1,0,0,0,20,2,1,77,42,35,0.5454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jules,Heningburg,7,M,3,4,2,2,0,2,2,8,0.25,4,0.5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Myles,Jones,15,M,3,2,2,2,0,2,0,10,0.2,7,0.7,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0
Sergio,Perkovic,16,M,3,0,0,0,0,0,0,11,0,2,0.18181818181818182,1,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,,0
Roman,Puglise,8,SSDM,3,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Charlie,Bertrand,41,M,2,1,1,1,0,1,0,4,0.25,2,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Conrad,15,M,2,1,0,0,0,0,1,4,0,3,0.75,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Chris,Sabia,16,LSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryland,Rees,17,LSM,3,1,1,1,0,1,0,3,0.3333333333333333,2,0.6666666666666666,2,0,1,5,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Liam,Byrnes,21,D,3,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Alex,Mazzone,10,LSM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chris,Fake,31,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Garrett,Leadmon,40,SSDM,3,3,2,2,0,2,1,8,0.25,4,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Elijah,Gash,81,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Charlie,Hayes,23,SSDM,2,3,1,1,0,1,2,1,1,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brad,Smith,27,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
